InvoiceNo,InvoiceDate,CustomerID,ProductCategory,Quantity,UnitPrice,Channel,Country
INV903173,2023-03-14,C101720,Office Supplies,1,6.25,Referral,UK
INV902898,2023-02-28,C101542,Home & Kitchen,4,117.36,Organic Search,DE
INV903035,2023-04-18,C101638,Electronics,4,209.69,Organic Search,Germany
INV900430,2024-09-27,C100226,Electronics,4,400.92,Paid Ads,france
INV900916,2023-11-27,C100473,Books,5,19.41,Referral,ireland
INV902323,2023-12-15,C101262,Electronics,2,134.95,Paid Ads,france
INV903073,2024-03-01,C101655,Toys,1,23.54,Email,france
INV902566,2024-08-18,C101376,Toys,1,13.5,Paid Ads,France
INV900668,2023-06-28,C100349,Office Supplies,4,9.58,Social,united kingdom
INV900948,2024-01-25,,Books,4,17.42,Organic Search,france
INV901769,2024-08-17,C100938,Home & Kitchen,4,66.47,Referral,US
INV901057,2024-09-07,C100548,Home & Kitchen,2,142.6,Email,USA
INV902480,2023-12-28,C101334,Home & Kitchen,1,115.32,Email,united kingdom
INV900776,2023-04-20,C100397,Books,5,13.99,Organic Search,UK
INV900289,2023-05-07,C100156,Apparel,1,58.49,Social,france
INV900297,2024-08-03,C100160,Home & Kitchen,1,36.83,Social,United Kingdom
INV900297,2024-08-03,C100160,Toys,3,46.86,Social,United Kingdom
INV900829,2023-12-15,C100423,Home & Kitchen,5,25.85,Referral,germany
INV902230,2024-07-19,C101191,Office Supplies,4,16.8,Referral,France
INV903309,2023-04-20,C101787,Beauty,1,26.98,Email,united kingdom
INV902685,2023-11-12,C101449,Office Supplies,3,28.29,Organic Search,United Kingdom
INV901901,2024-05-28,C101011,Sports & Outdoors,1,89.3,Organic Search,USA
INV903320,2024-09-16,C101796,Home & Kitchen,1,126.08,Referral,germany
INV902242,2024-06-14,C101201,Home & Kitchen,2,67.36,Organic Search,United States
INV900089,2024-09-18,C100044,Books,1,22.7,Paid Ads,United Kingdom
INV901644,2024-05-19,C100868,Electronics,1,271.6,Organic Search,united states
INV900970,2024-07-27,C100505,Apparel,2,49.61,Organic Search, United Kingdom
INV901378,2023-07-25,C100737,Apparel,3,89.57,Social,United Kingdom
INV901081,2023-07-02,C100567,Office Supplies,3,11.14,Organic Search,USA
INV902018,2023-09-24,C101075,Beauty,4,58.55,Organic Search,Germany
INV900565,2024-07-06,C100296,Sports & Outdoors,1,42.28,Organic Search,France
INV901360,2024-07-19,C100721,Electronics,2,41.16,Paid Ads, United Kingdom
INV903025,2023-04-05,C101632,Beauty,1,27.07,Email,united kingdom
INV900100,2024-08-05,C100049,Apparel,3,45.21,Paid Ads,united kingdom
INV903113,2024-10-17,C101680,Books,4,28.73,Organic Search,Germany
INV901638,2024-07-11,C100865,Sports & Outdoors,3,137.29,Organic Search,United States
INV901075,2024-08-17,C100564,Beauty,3,20.16,Email, United Kingdom
INV901054,2023-12-18,C100546,Books,1,16.64,Social, United Kingdom
INV900389,2024-06-11,C100212,Electronics,5,390.89,Email,DE
INV902475,2024-04-07,C101330,Sports & Outdoors,4,57.52,Paid Ads,DE
INV900426,2023-07-19,C100225,Apparel,3,10.38,Paid Ads,Germany
INV902254,2023-12-04,C101206,Apparel,3,16.08,Email,United States
INV902118,2024-07-06,C101127,Sports & Outdoors,2,96.89,Paid Ads,united kingdom
INV900859,2023-07-25,C100441,Home & Kitchen,4,103.26,Referral,UK
INV900659,2024-11-03,C100346,Apparel,1,11.22,Email,DE
INV901150,2024-04-24,C100597,Sports & Outdoors,2,120.23,Email,Germany
INV900477,2023-07-13,,Home & Kitchen,3,42.26,Paid Ads, United Kingdom
INV902962,2023-11-23,C101583,Beauty,5,46.93,Paid Ads,united kingdom
INV901812,2024-03-03,C100965,Apparel,1,29.23,Referral,united kingdom
INV903315,2023-06-07,C101795,Electronics,3,367.86,Organic Search,united kingdom
INV901055,2024-11-24,C100546,Electronics,3,348.5,Social, United Kingdom
INV901963,2023-12-24,C101043,Electronics,3,465.64,Organic Search,germany
INV900540,2023-03-08,C100279,Apparel,5,75.06,Organic Search,United States
INV901753,2024-01-27,C100926,Books,2,12.92,Paid Ads,US
INV902426,2024-08-23,C101312,Office Supplies,3,36.23,Referral,ireland
INV902134,2024-11-19,C101142,Office Supplies,2,19.74,Email,France
INV901070,2024-03-14,C100562,Sports & Outdoors,1,95.11,Organic Search, United Kingdom
INV902655,2023-09-02,C101431,Sports & Outdoors,2,89.11,Paid Ads,France
INV902234,2024-07-04,C101196,Beauty,3,28.31,Organic Search,UK
INV902833,2023-07-02,C101510,Home & Kitchen,2,31.96,Email,France
INV902659,2023-09-09,C101434,Sports & Outdoors,2,51.57,Paid Ads,Germany
INV901500,2023-10-04,C100799,Home & Kitchen,5,45.68,Email,US
INV901059,2023-11-22,C100551,Beauty,5,46.0,Email,Germany
INV900415,2023-10-28,C100221,Beauty,4,6.71,Organic Search,UK
INV901390,2024-07-08,C100747,Apparel,3,64.71,Referral,US
INV901727,2024-06-13,C100910,Office Supplies,2,22.76,Organic Search,france
INV902115,2024-06-21,C101126,Home & Kitchen,1,17.95,Referral, United Kingdom
INV900444,2024-06-23,C100233,Home & Kitchen,3,25.02,Email,United States
INV900930,2023-12-17,C100480,Home & Kitchen,2,15.02,Paid Ads,ireland
INV900457,2024-08-15,C100234,Apparel,1,82.95,Social,France
INV903030,2024-03-15,C101634,Home & Kitchen,2,126.4,Social,US
INV901516,2023-03-04,C100807,Electronics,4,387.17,Paid Ads,USA
INV901760,2024-03-09,C100934,Toys,4,33.6,Organic Search,Germany
INV903187,2024-04-11,,Apparel,1,31.77,Paid Ads, United Kingdom
INV901520,2023-10-06,C100807,Books,3,34.26,Paid Ads,united states
INV900708,2024-07-03,C100369,Toys,4,19.05,Paid Ads,Germany
INV901486,2023-02-03,C100789,Sports & Outdoors,3,24.87,Paid Ads,DE
INV902136,2024-07-18,C101143,Apparel,2,61.86,Social,france
INV901976,2023-11-26,C101051,Beauty,3,45.29,Organic Search,DE
INV902423,2024-01-09,C101310,Beauty,5,13.61,Social,united kingdom
INV902146,2024-01-14,C101152,Apparel,5,63.66,Paid Ads,UK
INV902282,2023-12-19,C101224,Sports & Outdoors,4,91.21,Paid Ads,united kingdom
INV900036,2024-05-14,C100018,Sports & Outdoors,5,96.51,Organic Search,UK
INV901539,2023-06-28,C100816,Toys,2,45.91,Paid Ads,france
INV900361,2024-04-28,C100195,Books,4,32.88,Paid Ads,united kingdom
INV902419,2023-10-23,C101308,Apparel,1,51.93,Organic Search, United Kingdom
INV902988,2023-09-02,C101604,Toys,1,64.06,Organic Search,united kingdom
INV903090,2024-06-12,C101668,Sports & Outdoors,1,197.82,Email, United Kingdom
INV902022,2024-09-11,C101075,Books,2,11.97,Organic Search,Germany
INV900130,2024-08-18,C100063,Sports & Outdoors,5,91.36,Organic Search,United Kingdom
INV903043,2024-12-05,C101644,Apparel,2,75.8,Paid Ads,france
INV901540,2023-05-06,C100817,Electronics,2,265.03,Email,United Kingdom
INV900092,2024-08-03,C100045,Electronics,4,395.3,Organic Search,United States
INV902958,2024-10-22,C101580,Sports & Outdoors,5,19.34,Paid Ads, United Kingdom
INV900345,2023-09-01,C100185,Books,3,5.6,Email,United Kingdom
INV900536,2024-09-03,C100276,Home & Kitchen,5,42.55,Paid Ads,france
INV903267,2024-12-01,C101765,Office Supplies,5,30.57,Referral,United Kingdom
INV901385,2023-09-28,C100743,Apparel,1,38.93,Organic Search,United Kingdom
INV900771,2024-07-20,C100395,Home & Kitchen,3,28.01,Paid Ads,United Kingdom
INV902712,2023-10-28,C101458,Home & Kitchen,1,131.37,Social,Germany
INV902316,2024-05-02,C101254,Sports & Outdoors,1,65.51,Email,UK
INV900622,2024-06-27,C100319,Apparel,1,75.78,Organic Search, United Kingdom
INV900264,2024-08-01,C100140,Sports & Outdoors,2,134.44,Organic Search,United States
INV900822,2024-05-03,C100415,Sports & Outdoors,3,67.06,Email,France
INV902569,2024-12-11,C101377,Office Supplies,3,31.47,Organic Search,germany
INV903275,2023-08-06,C101768,Books,4,22.0,Paid Ads,ireland
INV901024,2023-08-27,C100524,Electronics,3,500.17,Paid Ads,UK
INV903136,2024-08-17,C101704,Electronics,2,521.4,Organic Search,germany
INV900183,2024-05-17,C100097,Beauty,5,14.44,Organic Search,UK
INV900625,2023-04-24,C100321,Beauty,2,50.0,Organic Search,united states
INV901568,2023-09-24,C100830,Beauty,3,43.86,Social,United Kingdom
INV900946,2024-09-27,C100492,Sports & Outdoors,4,96.8,Organic Search,DE
INV900505,2024-07-14,C100258,Electronics,3,250.54,Paid Ads, United Kingdom
INV901588,2023-07-20,C100840,Office Supplies,2,36.93,Organic Search,united states
INV901809,2024-08-25,C100964,Sports & Outdoors,5,199.07,Email,united kingdom
INV902407,2024-03-17,C101302,Home & Kitchen,-1,23.79,Referral,united states
INV900818,2023-12-09,C100413,Apparel,1,32.15,Organic Search,france
INV901549,2024-03-01,C100821,Apparel,2,53.13,Organic Search,United States
INV901340,2023-12-08,C100709,Home & Kitchen,5,85.31,Paid Ads,UK
INV900099,2024-05-06,C100049,Home & Kitchen,3,113.26,Paid Ads, United Kingdom
INV901465,2023-07-03,C100782,Office Supplies,3,24.92,Email,united states
INV901381,2024-08-07,C100739,Home & Kitchen,3,127.82,Email,DE
INV901108,2024-02-27,C100577,Books,5,18.32,Social,DE
INV903302,2023-12-24,C101785,Office Supplies,2,22.52,Email,United Kingdom
INV902890,2024-03-06,C101537,Home & Kitchen,5,121.91,Email,united states
INV902162,2023-10-08,C101159,Home & Kitchen,3,47.31,Organic Search,United Kingdom
INV901632,2024-10-21,C100863,Office Supplies,1,27.88,Organic Search,united kingdom
INV900485,2023-11-17,C100247,Office Supplies,2,7.9,Referral,US
INV903156,2024-11-04,C101713,Sports & Outdoors,1,109.76,Referral,UK
INV903103,2023-04-02,C101676,Toys,4,48.07,Email,France
INV902509,2024-05-01,C101343,Office Supplies,1,13.59,Organic Search,ireland
INV903322,2023-06-09,C101797,Apparel,4,88.48,Organic Search,germany
INV900194,2023-01-23,C100103,Office Supplies,1,5.94,Organic Search,Germany
INV902229,2023-12-12,C101191,Electronics,4,99.77,Referral,France
INV902894,2024-05-15,C101539,Beauty,1,37.43,Referral,france
INV900424,2024-05-16,C100224,Home & Kitchen,3,26.39,Paid Ads,United Kingdom
INV901862,2023-07-03,C100988,Apparel,3,18.84,Referral,france
INV901677,2023-05-22,C100883,Toys,4,56.58,Organic Search,France
INV902558,2023-11-26,C101372,Toys,1,8.06,Referral,UK
INV901533,2023-10-17,C100813,Office Supplies,5,36.12,Referral,ireland
INV902817,2023-06-22,C101501,Books,4,23.9,Referral,united states
INV900109,2024-11-25,C100053,Beauty,2,51.99,Organic Search,UK
INV902633,2024-01-27,C101419,Apparel,4,82.1,Social,germany
INV902423,2024-01-09,C101310,Home & Kitchen,2,57.61,Social,united kingdom
INV900574,2024-04-16,,Books,2,28.89,Email,UK
INV902147,2024-01-20,C101152,Electronics,1,364.41,Paid Ads,United Kingdom
INV901004,2024-01-23,C100518,Beauty,5,40.65,Referral, United Kingdom
INV901005,2024-01-09,C100518,Apparel,1,89.32,Referral, United Kingdom
INV901420,2023-12-24,C100761,Office Supplies,-3,27.11,Email,United States
INV901887,2024-10-20,C101005,Toys,4,10.25,Paid Ads,UK
INV900921,2024-10-16,C100475,Beauty,4,32.65,Organic Search,UK
INV901992,2024-11-09,C101063,Books,5,13.39,Organic Search, United Kingdom
INV900712,2023-10-02,C100372,Home & Kitchen,3,123.58,Paid Ads,USA
INV902533,2024-06-09,C101358,Home & Kitchen,1,35.74,Organic Search,UK
INV900528,2023-03-28,C100271,Books,5,20.08,Email,France
INV902415,2024-03-11,C101306,Office Supplies,4,18.46,Email,germany
INV901732,2023-07-15,C100911,Toys,2,38.99,Paid Ads, United Kingdom
INV903102,2023-04-04,C101676,Toys,3,42.29,Email,france
INV900392,2024-11-13,C100212,Home & Kitchen,5,121.07,Email,germany
INV901159,2023-03-21,C100603,Home & Kitchen,5,140.64,Paid Ads,Ireland
INV900931,2023-06-05,C100482,Books,3,7.68,Paid Ads,Germany
INV902040,2024-11-06,C101084,Office Supplies,1,24.61,Email,DE
INV902561,2024-12-02,C101372,Beauty,5,49.19,Referral,UK
INV901396,2024-12-13,C100750,Electronics,1,168.64,Organic Search,france
INV900162,2024-09-25,C100085,Sports & Outdoors,1,126.84,Social,France
INV902106,2023-08-06,C101122,Beauty,5,30.6,Organic Search,germany
INV901440,2023-12-02,C100767,Beauty,4,42.55,Organic Search,UK
INV900980,2024-02-18,C100508,Electronics,3,342.76,Referral,UK
INV903259,2024-11-19,C101763,Beauty,5,34.8,Organic Search,ireland
INV901421,2024-02-16,C100761,Books,3,25.21,Email,United States
INV903110,2023-11-23,C101679,Electronics,3,119.81,Social,UK
INV901642,2024-05-06,,Electronics,3,503.27,Organic Search,germany
INV900188,2023-05-21,C100101,Toys,2,29.5,Paid Ads,germany
INV901374,2024-06-01,C100733,Home & Kitchen,3,122.33,Email,united kingdom
INV901709,2024-03-19,C100895,Apparel,1,68.83,Organic Search,Ireland
INV900274,2023-11-05,C100143,Home & Kitchen,2,33.03,Email, United Kingdom
INV901753,2024-01-27,C100926,Office Supplies,3,39.29,Paid Ads,US
INV902532,2023-11-12,C101358,Books,2,19.48,Organic Search, United Kingdom
INV903232,2023-05-13,C101744,Office Supplies,5,41.01,Organic Search,united kingdom
INV901712,2024-10-17,C100899,Sports & Outdoors,5,197.02,Email,DE
INV902630,2024-05-18,C101417,Apparel,4,17.55,Referral,US
INV902213,2023-11-06,C101185,Electronics,3,251.3,Organic Search, United Kingdom
INV902112,2024-09-23,C101124,Apparel,5,8.43,Paid Ads,france
INV903019,2023-03-09,C101629,Electronics,5,548.5,Email,Ireland
INV900116,2024-06-15,C100055,Office Supplies,3,28.13,Referral,USA
INV900684,2024-07-19,C100352,Electronics,2,558.52,Organic Search,France
INV902972,2023-12-02,,Books,2,5.34,Organic Search,united kingdom
INV902205,2024-11-17,C101183,Sports & Outdoors,5,107.84,Organic Search,germany
INV900772,2024-11-03,C100395,Toys,1,6.81,Paid Ads, United Kingdom
INV902496,2023-11-21,C101340,Office Supplies,3,13.79,Organic Search,germany
INV900516,2023-08-08,C100267,Books,4,11.03,Paid Ads, United Kingdom
INV903039,2024-05-27,C101640,Sports & Outdoors,2,69.48,Paid Ads,UK
INV901439,2023-11-25,C100767,Home & Kitchen,4,126.94,Organic Search,United Kingdom
INV900714,2023-12-21,C100373,Beauty,4,15.26,Paid Ads,France
INV902454,2024-06-06,C101323,Sports & Outdoors,1,176.55,Organic Search,Ireland
INV902795,2023-03-15,C101492,Beauty,5,27.28,Paid Ads,Germany
INV901715,2023-05-26,C100902,Beauty,4,14.91,Organic Search,germany
INV901966,2023-04-03,C101045,Toys,5,46.34,Social,france
INV902497,2023-12-13,C101340,Office Supplies,2,40.98,Organic Search,DE
INV902053,2024-05-17,C101096,Toys,3,40.55,Organic Search,france
INV901088,2023-12-06,C100569,Electronics,2,194.87,Organic Search,UK
INV901251,2023-04-26,C100658,Books,5,15.25,Email,france
INV902022,2024-09-11,C101075,Electronics,2,552.74,Organic Search,Germany
INV900105,2023-12-09,C100052,Office Supplies,1,25.24,Organic Search,United States
INV903129,2023-11-13,C101696,Electronics,2,302.96,Organic Search,united kingdom
INV902681,2023-06-16,C101449,Books,5,26.28,Organic Search, United Kingdom
INV901477,2023-12-19,C100784,Beauty,-5,46.14,Organic Search,france
INV901924,2023-12-10,,Electronics,5,71.35,Social,DE
INV900191,2023-12-01,C100101,Office Supplies,3,21.89,Paid Ads,germany
INV902378,2024-07-12,C101288,Office Supplies,5,10.55,Organic Search,ireland
INV902467,2024-03-19,C101328,Toys,4,23.34,Organic Search,DE
INV901226,2024-06-24,C100644,Beauty,1,39.22,Paid Ads,DE
INV900718,2023-03-19,C100375,Sports & Outdoors,5,195.72,Paid Ads,ireland
INV903324,2023-11-02,C101799,Sports & Outdoors,5,185.03,Referral,US
INV901686,2024-09-14,C100884,Sports & Outdoors,3,158.78,Organic Search,ireland
INV901178,2023-10-09,C100613,Apparel,3,77.02,Email,France
INV901934,2023-08-21,C101027,Office Supplies,5,35.76,Email,United Kingdom
INV900801,2023-12-18,C100409,Home & Kitchen,2,63.79,Social,Ireland
INV901895,2023-07-24,C101010,Books,3,17.56,Organic Search,USA
INV901508,2024-03-18,C100802,Apparel,3,54.05,Paid Ads, United Kingdom
INV903015,2024-01-03,C101626,Beauty,5,7.16,Social,UK
INV901731,2024-08-06,C100910,Home & Kitchen,3,109.91,Organic Search,France
INV900567,2024-12-08,C100296,Beauty,5,50.76,Organic Search,France
INV903031,2023-04-08,C101636,Beauty,3,45.27,Referral, United Kingdom
INV901469,2023-05-02,C100783,Apparel,4,74.96,Organic Search,germany
INV901818,2024-05-03,C100967,Beauty,3,32.92,Organic Search,united kingdom
INV900086,2023-06-18,C100044,Apparel,5,61.55,Paid Ads,United Kingdom
INV900733,2024-10-19,C100382,Toys,4,49.04,Paid Ads,france
INV900842,2024-05-28,C100432,Books,5,21.13,Paid Ads,united kingdom
INV900667,2023-05-07,C100349,Electronics,4,331.44,Social,UK
INV902922,2024-11-03,C101555,Sports & Outdoors,4,161.55,Paid Ads,united kingdom
INV900319,2023-06-17,C100171,Toys,2,60.2,Email,DE
INV900442,2024-04-08,C100233,Toys,4,9.89,Email,USA
INV900878,2024-08-19,C100447,Apparel,2,28.38,Paid Ads,france
INV900854,2023-11-19,C100439,Electronics,4,466.32,Paid Ads,united kingdom
INV902801,2024-06-08,C101493,Home & Kitchen,5,137.29,Organic Search,united states
INV901912,2024-04-07,C101012,Home & Kitchen,3,65.54,Social,Ireland
INV900661,2024-10-10,C100347,Home & Kitchen,2,11.56,Organic Search,France
INV901655,2023-11-28,C100875,Toys,3,50.26,Paid Ads,UK
INV902483,2023-06-16,C101337,Apparel,4,60.16,Paid Ads,United States
INV901284,2024-01-16,C100672,Apparel,1,17.79,Paid Ads,united states
INV900441,2023-12-19,C100232,Toys,4,18.11,Organic Search,DE
INV902215,2024-03-18,C101185,Electronics,5,136.74,Organic Search, United Kingdom
INV902784,2023-06-15,C101486,Sports & Outdoors,5,47.24,Social, United Kingdom
INV902905,2024-04-03,C101552,Books,4,12.84,Email,United Kingdom
INV900108,2024-07-02,C100053,Sports & Outdoors,2,184.96,Organic Search,united kingdom
INV901610,2024-10-15,C100852,Books,5,24.62,Referral,UK
INV901919,2024-01-13,C101013,Home & Kitchen,5,93.86,Paid Ads,USA
INV901507,2024-03-05,C100802,Apparel,2,56.28,Paid Ads,united kingdom
INV901271,2024-03-07,C100664,Beauty,3,44.39,Referral,united kingdom
INV900475,2023-02-01,C100245,Toys,5,15.03,Paid Ads,united kingdom
INV903049,2024-08-28,C101649,Apparel,4,11.67,Organic Search,united states
INV902481,2024-12-23,C101334,Apparel,5,37.59,Email,United Kingdom
INV902217,2023-12-10,C101187,Office Supplies,3,31.95,Paid Ads,US
INV902901,2023-04-27,C101549,Apparel,1,71.29,Paid Ads,US
INV902579,2023-07-26,C101390,Electronics,5,477.04,Social,United Kingdom
INV903172,2023-12-19,C101719,Office Supplies,1,25.43,Social,germany
INV900096,2024-04-07,C100048,Toys,3,28.28,Referral,DE
INV902934,2024-01-14,C101565,Office Supplies,1,22.8,Email,germany
INV901439,2023-11-25,C100767,Electronics,5,284.68,Organic Search,United Kingdom
INV900284,2023-08-19,C100151,Sports & Outdoors,2,110.84,Organic Search,Germany
INV901401,2023-04-26,C100752,Sports & Outdoors,3,70.26,Organic Search,United Kingdom
INV900275,2024-10-04,C100144,Sports & Outdoors,1,139.57,Organic Search, United Kingdom
INV902087,2024-12-09,C101112,Toys,2,40.68,Organic Search,Germany
INV903262,2024-04-24,,Sports & Outdoors,2,136.87,Paid Ads,UK
INV902386,2023-01-18,C101293,Toys,1,42.31,Organic Search,UK
INV901631,2024-10-25,C100863,Toys,1,64.27,Organic Search,united kingdom
INV901313,2023-08-03,C100694,Apparel,2,74.18,Referral,US
INV903286,2023-05-27,C101777,Apparel,5,39.63,Referral,United Kingdom
INV902764,2023-09-08,C101478,Toys,2,32.1,Organic Search,France
INV902211,2023-07-05,C101185,Home & Kitchen,2,95.34,Organic Search, United Kingdom
INV903055,2023-05-27,C101652,Home & Kitchen,4,128.15,Email,France
INV902335,2023-01-28,C101269,Apparel,4,89.91,Paid Ads, United Kingdom
INV902722,2023-12-17,C101462,Electronics,3,461.86,Paid Ads,United States
INV902809,2023-10-08,C101498,Beauty,3,55.82,Organic Search,UK
INV903326,2024-01-19,C101799,Beauty,4,37.81,Referral,USA
INV901809,2024-08-25,C100964,Electronics,2,236.21,Email,united kingdom
INV902135,2024-11-10,C101142,Books,2,14.64,Email,France
INV901114,2024-06-22,C100581,Home & Kitchen,1,14.5,Organic Search,United Kingdom
INV900833,2023-11-21,C100424,Home & Kitchen,3,28.54,Paid Ads, United Kingdom
INV902747,2023-10-27,C101472,Toys,3,49.58,Organic Search,Ireland
INV903217,2023-11-01,C101737,Electronics,3,413.46,Organic Search,United Kingdom
INV901367,2024-12-14,C100725,Office Supplies,2,12.09,Email,Germany
INV902666,2024-09-08,C101439,Home & Kitchen,5,61.37,Organic Search,USA
INV900790,2024-05-23,C100404,Apparel,4,40.96,Referral,france
INV901396,2024-12-13,C100750,Apparel,4,23.93,Organic Search,france
INV900858,2024-10-14,C100440,Office Supplies,5,27.8,Organic Search,UK
INV902039,2023-11-06,C101084,Office Supplies,1,13.19,Email,DE
INV901355,2023-03-10,C100720,Toys,4,66.15,Organic Search,US
INV902331,2023-02-14,C101265,Toys,4,13.1,Organic Search, United Kingdom
INV900912,2024-04-25,C100470,Toys,4,7.92,Organic Search,ireland
INV903292,2023-04-20,C101780,Books,1,17.52,Referral,DE
INV902694,2023-11-25,C101451,Apparel,2,16.46,Referral,DE
INV901345,2024-10-23,C100712,Sports & Outdoors,5,101.62,Referral,Germany
INV900452,2024-01-15,C100234,Office Supplies,3,11.79,Social,france
INV901400,2023-12-07,C100751,Sports & Outdoors,3,31.29,Organic Search,DE
INV901493,2024-11-09,C100794,Sports & Outdoors,3,91.75,Email,UK
INV902807,2024-10-13,C101497,Toys,1,62.32,Organic Search,US
INV900599,2023-12-19,C100307,Electronics,1,547.02,Paid Ads,United Kingdom
INV901874,2024-08-13,C100995,Toys,1,60.84,Organic Search,DE
INV901299,2024-12-01,C100682,Toys,2,59.68,Paid Ads,Ireland
INV902331,2023-02-14,C101265,Books,1,11.76,Organic Search, United Kingdom
INV901519,2023-07-18,C100807,Apparel,1,63.0,Paid Ads,US
INV901397,2023-03-01,C100751,Office Supplies,3,39.91,Organic Search,DE
INV902360,2024-07-06,C101281,Toys,2,45.95,Social,DE
INV900245,2024-09-20,C100128,Office Supplies,2,36.67,Email,united states
INV901902,2024-07-13,C101011,Books,3,33.08,Organic Search,united states
INV900009,2023-04-15,C100006,Office Supplies,3,23.03,Paid Ads,USA
INV902714,2024-01-05,C101458,Electronics,4,490.17,Social,DE
INV900786,2023-12-06,C100404,Home & Kitchen,5,32.55,Referral,France
INV901851,2024-12-10,C100983,Electronics,2,282.8,Email,germany
INV902669,2023-11-22,C101441,Books,4,20.66,Organic Search,germany
INV900849,2024-07-12,C100437,Books,-1,25.62,Paid Ads,UK
INV900505,2024-07-14,C100258,Home & Kitchen,4,29.81,Paid Ads, United Kingdom
INV903106,2023-07-28,C101676,Toys,4,19.45,Email,france
INV902871,2023-02-17,C101525,Books,2,14.76,Email,United States
INV900885,2023-07-25,C100449,Toys,3,59.74,Organic Search,united kingdom
INV900609,2023-08-17,C100312,Apparel,1,35.74,Paid Ads,USA
INV902170,2024-07-19,C101162,Apparel,1,11.01,Paid Ads,France
INV903288,2023-09-15,C101778,Beauty,4,51.15,Email,united states
INV900715,2024-12-08,C100374,Office Supplies,5,33.87,Organic Search,united states
INV901892,2024-04-27,,Sports & Outdoors,5,176.84,Referral,Germany
INV901820,2023-01-07,C100969,Apparel,1,30.88,Referral,germany
INV900816,2023-09-12,C100413,Beauty,4,50.49,Organic Search,France
INV902159,2024-06-19,C101157,Sports & Outdoors,4,155.86,Paid Ads,germany
INV900537,2023-07-16,C100278,Office Supplies,-2,8.83,Organic Search,france
INV901391,2023-04-28,C100749,Home & Kitchen,1,97.54,Referral,US
INV901959,2024-08-04,C101039,Toys,4,40.08,Organic Search,germany
INV901762,2023-04-21,C100936,Sports & Outdoors,4,151.14,Organic Search,US
INV902036,2023-12-22,C101083,Office Supplies,2,27.31,Organic Search,united kingdom
INV902969,2023-07-12,C101591,Apparel,3,25.25,Paid Ads,UK
INV903283,2024-06-02,C101773,Home & Kitchen,5,41.57,Paid Ads,UK
INV900113,2023-08-10,C100055,Apparel,5,21.82,Referral,United States
INV900492,2024-06-18,C100251,Sports & Outdoors,2,187.93,Referral,united states
INV901000,2023-10-08,C100518,Home & Kitchen,-1,149.64,Referral, United Kingdom
INV902938,2024-10-21,C101566,Apparel,5,48.74,Referral,DE
INV903107,2023-12-13,C101676,Sports & Outdoors,4,112.58,Email,France
INV902375,2023-11-27,C101288,Beauty,1,31.65,Organic Search,Ireland
INV901520,2023-10-06,C100807,Apparel,1,85.13,Paid Ads,united states
INV901589,2024-05-12,C100843,Toys,1,31.47,Social,united kingdom
INV901000,2023-10-08,C100518,Electronics,1,495.06,Referral, United Kingdom
INV901110,2024-05-05,C100577,Office Supplies,4,,Social,germany
INV900761,2024-03-03,C100390,Home & Kitchen,3,104.61,Paid Ads,USA
INV902857,2024-01-11,C101518,Electronics,2,547.6,Organic Search,Ireland
INV902284,2023-05-19,C101228,Home & Kitchen,3,130.24,Organic Search,united kingdom
INV902649,2024-09-20,C101430,Office Supplies,5,43.71,Paid Ads,france
INV903151,2024-03-28,C101713,Sports & Outdoors,1,135.26,Referral,UK
INV902130,2024-03-13,,Toys,3,66.31,Email,united states
INV900494,2023-07-17,C100253,Books,4,8.81,Organic Search,Ireland
INV901280,2024-11-25,C100668,Electronics,4,42.33,Paid Ads,united kingdom
INV902681,2023-06-16,C101449,Sports & Outdoors,1,172.28,Organic Search, United Kingdom
INV900374,2024-01-26,C100202,Toys,1,45.87,Referral,United Kingdom
INV902405,2024-07-17,C101300,Books,2,31.23,Organic Search,France
INV902285,2024-06-23,C101230,Home & Kitchen,1,20.52,Organic Search,DE
INV901669,2024-07-05,C100879,Sports & Outdoors,5,106.45,Paid Ads,UK
INV900688,2024-12-23,C100355,Beauty,5,14.94,Referral,DE
INV901209,2024-03-03,C100634,Office Supplies,1,25.84,Organic Search,United Kingdom
INV900279,2024-05-19,C100146,Sports & Outdoors,-2,32.93,Organic Search,UK
INV900081,2023-08-19,C100043,Toys,5,18.01,Paid Ads,United States
INV900579,2023-08-06,C100300,Home & Kitchen,1,31.67,Paid Ads,United States
INV900477,2023-07-13,C100245,Apparel,4,34.63,Paid Ads, United Kingdom
INV903030,2024-03-15,C101634,Electronics,5,188.45,Social,US
INV902396,2023-12-23,C101298,Electronics,2,89.02,Organic Search,UK
INV900439,2023-04-23,C100232,Apparel,2,48.73,Organic Search,Germany
INV900200,2024-12-09,C100104,Toys,5,17.78,Email,UK
INV901257,2023-04-20,C100660,Electronics,4,130.11,Social,UK
INV900257,2023-09-13,C100135,Electronics,1,573.4,Email,France
INV902913,2023-12-04,C101554,Electronics,4,446.31,Email,USA
INV902823,2024-07-05,C101506,Apparel,4,28.88,Paid Ads, United Kingdom
INV900490,2023-12-20,C100250,Sports & Outdoors,1,169.29,Organic Search,United Kingdom
INV902322,2023-12-05,C101262,Toys,1,20.85,Paid Ads,france
INV901600,2024-05-24,C100848,Office Supplies,5,31.16,Paid Ads, United Kingdom
INV900829,2023-12-15,C100423,Beauty,3,51.32,Referral,germany
